업종명,업소명,소재지(도로명),소재지(지번),소재지전화,업태명
일반음식점,소문난찐빵,"충청북도 청주시 청원구 우암로53번길 17 (우암동,1층)",충청북도 청주시 청원구 우암동 377-1 1층 , 043- 257-7994,분식
일반음식점,우암해장국,충청북도 청주시 청원구 향군로 88 (우암동),충청북도 청주시 청원구 우암동 378-6 , 043- 224-1986,한식
일반음식점,더덕솥뚜껑삼겹살,충청북도 청주시 청원구 향군로93번길 1 (우암동),충청북도 청주시 청원구 우암동 379-6 ,043 -221 -9938,한식
일반음식점,카페공감,"충청북도 청주시 청원구 우암로44번길 2, 1층 (우암동)",충청북도 청주시 청원구 우암동 380-1 ,,기타
일반음식점,디그니티커피웍스,"충청북도 청주시 청원구 향군로74번길 3, 1층 (우암동)",충청북도 청주시 청원구 우암동 380-6 1층 ,,기타
일반음식점,호돈스,"충청북도 청주시 청원구 향군로 81, 1층 (우암동)",충청북도 청주시 청원구 우암동 381-1 ,043 -900 -0027,경양식
일반음식점,송사리식당,충청북도 청주시 청원구 우암로20번길 25 (우암동),충청북도 청주시 청원구 우암동 383-12 ,,한식
일반음식점,맛칼국수,"충청북도 청주시 청원구 우암로24번길 4, 1층 (우암동)",충청북도 청주시 청원구 우암동 384-2 ,,한식
일반음식점,우암생고기,충청북도 청주시 청원구 교서로144번길 28 (우암동),충청북도 청주시 청원구 우암동 391-11 ,043 -262 -1827,식육(숯불구이)
일반음식점,청화마을,충청북도 청주시 청원구 교서로128번길 37 (우암동),충청북도 청주시 청원구 우암동 393-1 ,043 - 256-8008,한식
일반음식점,로얄블랙(ROYAL BLACK),"충청북도 청주시 청원구 우암로10번길 78, 1층 (우암동)",충청북도 청주시 청원구 우암동 394-11 ,,기타
일반음식점,여물통,"충청북도 청주시 청원구 교서로 148-1, 1층 (우암동)",충청북도 청주시 청원구 우암동 396-17 ,043 -222 -8883,한식
일반음식점,도란도란둘러앉아,충청북도 청주시 청원구 교서로150번길 2 (우암동),충청북도 청주시 청원구 우암동 396-6 , 043- 223-8395,한식
일반음식점,환이네국수,"충청북도 청주시 청원구 교서로 148-2 (우암동, 1층)",충청북도 청주시 청원구 우암동 396-9 1층 ,043 -250 -3366,한식
일반음식점,우암정식당,충청북도 청주시 청원구 교서로156번길 4 (우암동),충청북도 청주시 청원구 우암동 397-7 , 043- 257-1632,한식
일반음식점,오름생고기,충청북도 청주시 청원구 우암로 8 (우암동),충청북도 청주시 청원구 우암동 400-1 , 043- 257-2207,한식
일반음식점,보람식당,충청북도 청주시 청원구 교서로210번길 1 (우암동),충청북도 청주시 청원구 우암동 411-11 , 043- 253-2444,한식
일반음식점,골목오리탕우암점,"충청북도 청주시 청원구 교서로 220 (우암동, 1층)",충청북도 청주시 청원구 우암동 411-23 1층 ,043 -254 -8583,한식
일반음식점,헬로에프앤비,"충청북도 청주시 청원구 대성로254번길 41-2, 1층 (우암동)",충청북도 청주시 청원구 우암동 41-2 ,,한식
일반음식점,복성원,"충청북도 청주시 청원구 교서로210번길 19 (우암동,(1층))",충청북도 청주시 청원구 우암동 412-18 (1층) , 043- 253-0045,중국식
일반음식점,반올림피자샵청주대점,"충청북도 청주시 청원구 대성로254번길 31, 1층 (우암동)",충청북도 청주시 청원구 우암동 43-3 ,043 -224 -2486,기타
일반음식점,맥시칸양념치킨,"충청북도 청주시 청원구 수암로78번길 4-1, 1층 (우암동)",충청북도 청주시 청원구 우암동 44 , 043- 257-6736,통닭(치킨)
일반음식점,복순네,"충청북도 청주시 청원구 대성로254번길 36-4, 1층 (우암동)",충청북도 청주시 청원구 우암동 45-7 , 070-7691-1085,한식
일반음식점,평남유통,"충청북도 청주시 청원구 수암로66번길 48-1, 101호 (우암동)",충청북도 청주시 청원구 우암동 5-10 101호,043 -288 -0105,기타
일반음식점,앤비,"충청북도 청주시 청원구 무심동로 526 (우암동, 3층)",충청북도 청주시 청원구 우암동 766-4 (3층) ,043 -259 -3964,호프/통닭
일반음식점,천하대장군,충청북도 청주시 청원구 직지대로 817 (우암동),충청북도 청주시 청원구 우암동 776-1 ,043 - 221-5289,기타
일반음식점,돼지두루치기울대찌개,충청북도 청주시 청원구 무심동로 532 (우암동),충청북도 청주시 청원구 우암동 784-2 ,043 - 250-8894,한식
일반음식점,모시칼국수,충청북도 청주시 청원구 무심동로 540-1 (우암동),충청북도 청주시 청원구 우암동 787-4 , 043- 259-4773,한식
일반음식점,호호돈가스,"충청북도 청주시 청원구 무심동로 544, 1층 (우암동)",충청북도 청주시 청원구 우암동 788-4 1층 ,,경양식
일반음식점,하루,"충청북도 청주시 청원구 교서로 153, 2층 (우암동)",충청북도 청주시 청원구 우암동 802-4 2층 ,043 -260 -5503,분식
일반음식점,큰언니네칼국수,"충청북도 청주시 청원구 교서로 185, 2층 (우암동, 지상인접)","충청북도 청주시 청원구 우암동 870-10 2층,지상인접 ",,한식
일반음식점,청년피자 청주3호점,"충청북도 청주시 청원구 무심동로 606-1, 2층 (우암동)",충청북도 청주시 청원구 우암동 943-6 , 043- 224-8870,기타
일반음식점,하이벳수산,"충청북도 청주시 청원구 율천북로 177 (율량동,(1층))",충청북도 청주시 청원구 율량동 1006 (1층) ,043 -216 -0430,일식
일반음식점,다래원,"충청북도 청주시 청원구 율봉로202번길 66-3 (율량동, 1층)",충청북도 청주시 청원구 율량동 1008 1층 ,0432-1487-03,중국식
일반음식점,보스베어커피,"충청북도 청주시 청원구 율봉로212번길 68-18, 1층 (율량동)",충청북도 청주시 청원구 율량동 1018-1 1층 ,,기타
일반음식점,의정부부대찌개,충청북도 청주시 청원구 율봉로202번길 59 (율량동),충청북도 청주시 청원구 율량동 1020 , 043- 211-6312,한식
일반음식점,장어만세율량점,"충청북도 청주시 청원구 상리로 5-1, 주3동 1층 (율량동)",충청북도 청주시 청원구 율량동 102-1 , 043- 217-4988,한식
일반음식점,까망흑염소,"충청북도 청주시 청원구 상리로 5-1, 2동 1층 (율량동)",충청북도 청주시 청원구 율량동 102-1 1층 2동 ,,탕류(보신용)
일반음식점,다담뜰한식뷔페북청주점,"충청북도 청주시 청원구 상리로 5-1, 1층 (율량동, 주1동)","충청북도 청주시 청원구 율량동 102-1 1층,주1동 ",,한식
일반음식점,풍년골,충청북도 청주시 청원구 율봉로202번길 37 (율량동),충청북도 청주시 청원구 율량동 1024-5 , 043- 211-4567,한식
일반음식점,동궁찜닭 율량.사천점,"충청북도 청주시 청원구 율봉로212번길 32, 1층 (율량동)",충청북도 청주시 청원구 율량동 1033-5 1층 ,043 - 215-3210,분식
일반음식점,빨간떡볶이,"충청북도 청주시 청원구 율봉로 214, 1층 101호 (율량동)",충청북도 청주시 청원구 율량동 1035 ,043 -211 -7876,분식
일반음식점,치킨신드롬사천율량점,"충청북도 청주시 청원구 율봉로 214, 103호 (율량동)",충청북도 청주시 청원구 율량동 1035 ,,통닭(치킨)
일반음식점,포트리스 청주율량점,"충청북도 청주시 청원구 율봉로 214, 1층 104호 (율량동)",충청북도 청주시 청원구 율량동 1035 ,,분식
일반음식점,링스101 / Linx101,"충청북도 청주시 청원구 율봉로 214, 1층 108호 (율량동)",충청북도 청주시 청원구 율량동 1035 1층 108호,,기타
일반음식점,에치에스 엔 쿡,"충청북도 청주시 청원구 율봉로 218, 1층 (율량동)",충청북도 청주시 청원구 율량동 1038 ,043 -218 -0999,기타
일반음식점,순살만공격 율량점,"충청북도 청주시 청원구 율봉로 218, 1층 104호 (율량동)",충청북도 청주시 청원구 율량동 1038 ,043 -903 -3960,호프/통닭
일반음식점,나리네김밥천국,충청북도 청주시 청원구 율봉로 218 (율량동),충청북도 청주시 청원구 율량동 1038 ,,분식
일반음식점,한솥도시락,"충청북도 청주시 청원구 율봉로 218, 1층 103호 (율량동)",충청북도 청주시 청원구 율량동 1038 103호, 043-211 -5505,김밥(도시락)
일반음식점,대박이네고추장삼겹살,"충청북도 청주시 청원구 율봉로 218 (율량동, 1층)",충청북도 청주시 청원구 율량동 1038 1층 ,043 -211 -1655,한식
일반음식점,한주정서,"충청북도 청주시 청원구 율봉로222번길 4, 1층 101호 (율량동)",충청북도 청주시 청원구 율량동 1039 ,,기타
일반음식점,오창생불고기,충청북도 청주시 청원구 율봉로222번길 1 (율량동),충청북도 청주시 청원구 율량동 1040 , 043- 214-4792,한식
일반음식점,맘스터치 율량점,"충청북도 청주시 청원구 율봉로 224 (율량동, 1층)",충청북도 청주시 청원구 율량동 1041 1층 ,,통닭(치킨)
일반음식점,클라우드,"충청북도 청주시 청원구 충청대로 123, 지하1층 (율량동)",충청북도 청주시 청원구 율량동 1042 이화부동산 ,,한식
일반음식점,커플릭스 율량직영점,"충청북도 청주시 청원구 율봉로222번길 15, 1층 (율량동)",충청북도 청주시 청원구 율량동 1047-1 1층 ,,기타
일반음식점,36커피,"충청북도 청주시 청원구 율봉로212번길 41, 1층 (율량동)",충청북도 청주시 청원구 율량동 1059-1 ,,기타
일반음식점,스시히어로,"충청북도 청주시 청원구 충청대로 113, 1층 (율량동)",충청북도 청주시 청원구 율량동 1066 ,,일식
일반음식점,스마일명품찹쌀꽈배기,충청북도 청주시 청원구 충청대로 97 (율량동),충청북도 청주시 청원구 율량동 1074 ,,한식
일반음식점,돼지게티 율량점,"충청북도 청주시 청원구 충청대로 97, 1층 103-2호 (율량동)",충청북도 청주시 청원구 율량동 1074 1층 103-2호,,한식
일반음식점,재춘면,"충청북도 청주시 청원구 충청대로107번길 15-1, 1층 (율량동)",충청북도 청주시 청원구 율량동 1085 , 043-213 -0320,한식
일반음식점,장수촌참옻닭,"충청북도 청주시 청원구 충청대로107번길 19 (율량동, 1층)",충청북도 청주시 청원구 율량동 1086 1층 ,043 -211 -3859,한식
일반음식점,돈까스홀릭,"충청북도 청주시 청원구 율봉로212번길 53, 1층 (율량동)",충청북도 청주시 청원구 율량동 1087 1층 , 043- 241-1005,경양식
일반음식점,쎈언니떡볶이 율량점,"충청북도 청주시 청원구 율봉로212번길 73, 1층 (율량동)",충청북도 청주시 청원구 율량동 1091 1층 ,,분식
일반음식점,청평수산,"충청북도 청주시 청원구 1순환로 188 (율량동,(1층))",충청북도 청주시 청원구 율량동 1091-1 (1층) , 043- 213-0501,일식
일반음식점,삼대째손두부율량점,"충청북도 청주시 청원구 주성로 101 (율량동, 1층)",충청북도 청주시 청원구 율량동 1121 1층 ,043 -215 -1252,한식
일반음식점,못난이쭈꾸미,"충청북도 청주시 청원구 주성로 89, 1층 (율량동)",충청북도 청주시 청원구 율량동 1123 ,,한식
일반음식점,서가앤쿡청주율량점,"충청북도 청주시 청원구 주성로 89, 2층 (율량동)",충청북도 청주시 청원구 율량동 1123 ,,패밀리레스트랑
일반음식점,김치도가,"충청북도 청주시 청원구 주성로 89, 1층 (일부)호 (율량동)",충청북도 청주시 청원구 율량동 1123 ,,한식
일반음식점,이화수 율량점,"충청북도 청주시 청원구 주성로 89 (율량동, 1층)",충청북도 청주시 청원구 율량동 1123 1층 ,043 -211 -7943,한식
일반음식점,샤브뜰,"충청북도 청주시 청원구 주성로 89 (율량동, 2층)",충청북도 청주시 청원구 율량동 1123 2층 , 043- 241-9413,식육(숯불구이)
일반음식점,본래순대 청주청원점,"충청북도 청주시 청원구 주성로 78, 1층 (율량동)",충청북도 청주시 청원구 율량동 1128 , 043- 214-6420,한식
일반음식점,상리식당,"충청북도 청주시 청원구 상리로 15 (율량동, 1층)",충청북도 청주시 청원구 율량동 113 1층 ,0433- 211-1390,한식
일반음식점,감녹관,"충청북도 청주시 청원구 사뜸로75번길 50-1 (율량동, 1층)",충청북도 청주시 청원구 율량동 1132 (1층) , 043- 212-0344,한식
일반음식점,형과아우 누릉지삼계탕 왕갈비탕,"충청북도 청주시 청원구 사뜸로75번길 50, 1층 (율량동)",충청북도 청주시 청원구 율량동 1148 1층 ,,한식
일반음식점,생고기바로,충청북도 청주시 청원구 주성로96번길 24 (율량동),충청북도 청주시 청원구 율량동 1168 ,043 - 211-0567,한식
일반음식점,임가네뼈삼겹,"충청북도 청주시 청원구 주성로96번길 30 (율량동, 1층)",충청북도 청주시 청원구 율량동 1169 (1층) ,,한식
일반음식점,웰빙자담치킨호프,"충청북도 청주시 청원구 주성로96번길 30, 스카이빌딩 1층 104호 (율량동)",충청북도 청주시 청원구 율량동 1169 스카이빌딩 ,,호프/통닭
일반음식점,거북이맛차,"충청북도 청주시 청원구 주성로96번길 32 (율량동,(1층))",충청북도 청주시 청원구 율량동 1172 (1층) ,043 - 241-0074,정종/대포집/소주방
일반음식점,공주닭발전문점,"충청북도 청주시 청원구 주성로96번길 32 (율량동,(1층))",충청북도 청주시 청원구 율량동 1172 (1층) ,043 - 293-8253,분식
일반음식점,족발야시장 율량점,"충청북도 청주시 청원구 주성로96번길 32 (율량동, 1층)",충청북도 청주시 청원구 율량동 1172 (1층) ,043 -212 -7825,한식
일반음식점,피자캠프 앤 카페,"충청북도 청주시 청원구 주성로96번길 32, 3층 301호 (율량동, 카이스트빌딩)",충청북도 청주시 청원구 율량동 1172 카이스트빌딩 ,043 -214 -2188,경양식
일반음식점,멕시카나 사천점,"충청북도 청주시 청원구 사뜸로67번길 24, 율량종합시장 에이동 1층 119,123호 (율량동)",충청북도 청주시 청원구 율량동 1178 율량종합시장 , 043- 211-0632,호프/통닭
일반음식점,신전떡볶이(사천점),"충청북도 청주시 청원구 사뜸로67번길 24, 율량종합시장 A동 1층 114호 (율량동)",충청북도 청주시 청원구 율량동 1178 율량종합시장 ,043 -217 -8281,분식
일반음식점,토종식당,"충청북도 청주시 청원구 사뜸로67번길 24 (율량동, 율량종합시장113호)",충청북도 청주시 청원구 율량동 1178 율량종합시장 113호 ,,한식
일반음식점,퍼블릭,"충청북도 청주시 청원구 사뜸로67번길 24 (율량동, 율량종합시장 A-116,120)","충청북도 청주시 청원구 율량동 1178 율량종합시장 A-116,120 ",,한식
일반음식점,유디티수산,"충청북도 청주시 청원구 사뜸로67번길 24, 율량종합시장 B동 103호 (율량동)",충청북도 청주시 청원구 율량동 1178 율량종합시장 B동 103호, 043- 211-6453,일식
일반음식점,미소짓게하는분식,"충청북도 청주시 청원구 사뜸로67번길 24, 율량종합시장 에이동 101, 108호 (율량동)",충청북도 청주시 청원구 율량동 1178 율량종합시장 에이동 ,043 -212 -1202,분식
일반음식점,한울타리,"충청북도 청주시 청원구 사뜸로 70 (율량동, 삼성아파트상가104호)",충청북도 청주시 청원구 율량동 1182 삼성아파트 상가 104 ,,한식
일반음식점,킹버거하우스율량삼성점,"충청북도 청주시 청원구 사뜸로 70, 상가동동 105호 (율량동)",충청북도 청주시 청원구 율량동 1182 상가동 105호 , 043- 212-7776,패스트푸드
일반음식점,기통찬족발 율량점,"충청북도 청주시 청원구 주성로118번길 33, 101호 (율량동)",충청북도 청주시 청원구 율량동 1187-2 101호,,한식
일반음식점,장안수제숯불갈비,"충청북도 청주시 청원구 주성로118번길 29-10 (율량동,(1층))",충청북도 청주시 청원구 율량동 1190-1 (1층) ,,한식
일반음식점,돈우찬미 본점,"충청북도 청주시 청원구 공항로141번길 29, 1층 (율량동)",충청북도 청주시 청원구 율량동 1209 ,,한식
일반음식점,명가가마솥갈비탕,충청북도 청주시 청원구 공항로141번길 21 (율량동),충청북도 청주시 청원구 율량동 1211 , 043- 212-0353,한식
일반음식점,둥지생고기촌,충청북도 청주시 청원구 공항로141번길 17 (율량동),충청북도 청주시 청원구 율량동 1212 , 043- 212-0423,한식
일반음식점,디오니스,충청북도 청주시 청원구 공항로141번길 3 (율량동),충청북도 청주시 청원구 율량동 1224 ,,경양식
일반음식점,육하원칙율량점,"충청북도 청주시 청원구 공항로 129-6, 1층 (율량동)",충청북도 청주시 청원구 율량동 1233 , 043-232 -9222,한식
일반음식점,수라채그릴궁채,"충청북도 청주시 청원구 주성로132번길 51 (율량동,외3필지(1층))",충청북도 청주시 청원구 율량동 1240 외3필지(1층) ,043 - 215-6900,한식
일반음식점,마루샤브율량점,"충청북도 청주시 청원구 율봉로 131, 2층 (율량동)",충청북도 청주시 청원구 율량동 1242 ,043 -211 -9969,패밀리레스트랑
일반음식점,단골집,"충청북도 청주시 청원구 사뜸로61번길 16, 1층 (율량동)",충청북도 청주시 청원구 율량동 1266 ,043 -222 -2808,일식
일반음식점,왕바우골,"충청북도 청주시 청원구 사뜸로61번길 16 (율량동,(1층))",충청북도 청주시 청원구 율량동 1266 (1층) ,043 - 212-3735,한식
일반음식점,율량동봉자언니,"충청북도 청주시 청원구 사뜸로61번길 16 (율량동, 1층)",충청북도 청주시 청원구 율량동 1266 1층 ,043 - 213-5792,한식
일반음식점,그때,"충청북도 청주시 청원구 주성로96번길 43, 1층, 중2층 (율량동)",충청북도 청주시 청원구 율량동 1267 ,070 -7868-0877,정종/대포집/소주방
일반음식점,카스톡스,"충청북도 청주시 청원구 주성로96번길 43 (율량동,(2층))",충청북도 청주시 청원구 율량동 1267 (2층) ,043 -213 -8896,호프/통닭
일반음식점,스타라이브클럽,"충청북도 청주시 청원구 주성로96번길 43, 3층 (율량동)",충청북도 청주시 청원구 율량동 1267 3층 ,,라이브카페
일반음식점,달콤싸롱,충청북도 청주시 청원구 사뜸로67번길 21 (율량동),충청북도 청주시 청원구 율량동 1268 , 043- 214-7226,호프/통닭
일반음식점,신화방,"충청북도 청주시 청원구 사뜸로67번길 21, 종합시장 C동 103호 (율량동)",충청북도 청주시 청원구 율량동 1268 종합시장 , 043-211 -3658,기타
일반음식점,오다가다,"충청북도 청주시 청원구 사뜸로67번길 21, 종합시장 종합시장 씨동 1층 108호 (율량동)",충청북도 청주시 청원구 율량동 1268 종합시장 ,,호프/통닭
일반음식점,순이포차,"충청북도 청주시 청원구 사뜸로67번길 21, 종합시장 C동 105호 (율량동)",충청북도 청주시 청원구 율량동 1268 종합시장 C동 105호,,호프/통닭
일반음식점,술타벅스,"충청북도 청주시 청원구 사뜸로61번길 32, 2층 (율량동)",충청북도 청주시 청원구 율량동 1276 ,,호프/통닭
일반음식점,봉순이네식당,충청북도 청주시 청원구 사뜸로61번길 32 (율량동),충청북도 청주시 청원구 율량동 1276 (1층) ,043 -217 -9234,한식
일반음식점,사천바지락칼국수,"충청북도 청주시 청원구 사뜸로61번길 32 (율량동, 1층(A동))","충청북도 청주시 청원구 율량동 1276 (A동,1층) ",043 -211 -9239,기타
일반음식점,허가네돼지갈비 율량사천점,"충청북도 청주시 청원구 사뜸로61번길 32 (율량동,1층)",충청북도 청주시 청원구 율량동 1276 1층 ,043 -211 -5202,기타
일반음식점,또봉이 통닭 율량사천점,"충청북도 청주시 청원구 사뜸로61번길 32 (율량동, 1층)",충청북도 청주시 청원구 율량동 1276 외4필지(1층) , 043- 211-9222,통닭(치킨)
일반음식점,마포주먹고기,충청북도 청주시 청원구 주성로96번길 46 (율량동),충청북도 청주시 청원구 율량동 1280 , 043- 212-2902,한식
일반음식점,역전할머니맥주 사천점,충청북도 청주시 청원구 주성로96번길 46 (율량동),충청북도 청주시 청원구 율량동 1280 ,043 - 214-0023,호프/통닭
일반음식점,슈퍼막회 율량.사천점,충청북도 청주시 청원구 주성로96번길 46 (율량동),충청북도 청주시 청원구 율량동 1280 ,,호프/통닭
일반음식점,떡끼묵까,"충청북도 청주시 청원구 주성로96번길 46 (율량동,(1층))",충청북도 청주시 청원구 율량동 1280 (1층) ,043 -217 -1463,분식
일반음식점,콘서트7080,충청북도 청주시 청원구 사뜸로61번길 13 (율량동),충청북도 청주시 청원구 율량동 1281 ,043 - 214-5213,호프/통닭
일반음식점,대연삼겹살,충청북도 청주시 청원구 사뜸로61번길 13 (율량동),충청북도 청주시 청원구 율량동 1281 ,043 -225 -0128,한식
일반음식점,투다리율량점,충청북도 청주시 청원구 사뜸로61번길 13 (율량동),충청북도 청주시 청원구 율량동 1281 ,,호프/통닭
일반음식점,김밥나라,충청북도 청주시 청원구 율봉로 95 (율량동),충청북도 청주시 청원구 율량동 1282 , 043- 216-9828,분식
일반음식점,고봉민김밥인 율량사천점,"충청북도 청주시 청원구 율봉로 97, 101호 (율량동)",충청북도 청주시 청원구 율량동 1283 ,,한식
일반음식점,자가제빵 선명희피자,"충청북도 청주시 청원구 율봉로 97, 베리돈타워 1층 102호 (율량동)",충청북도 청주시 청원구 율량동 1283 베리돈타워 , 043- 211-8011,기타
일반음식점,구이만,"충청북도 청주시 청원구 사뜸로61번길 7, 1층 (율량동)",충청북도 청주시 청원구 율량동 1285 ,,한식
일반음식점,컴퍼터블호프,충청북도 청주시 청원구 사뜸로61번길 5 (율량동),충청북도 청주시 청원구 율량동 1286 , 043- 211-0993,호프/통닭
일반음식점,달콤한닭강정,"충청북도 청주시 청원구 율봉로94번길 9 (율량동, 신라@상가102-2호)",충청북도 청주시 청원구 율량동 1292 (신라@상가102-2) ,043 -212 -7100,통닭(치킨)
일반음식점,가마치통닭율량점,"충청북도 청주시 청원구 율봉로94번길 9, 상가동 1층 101(일부)호 (율량동, 신라아파트)",충청북도 청주시 청원구 율량동 1292 신라아파트 ,,호프/통닭
일반음식점,그대와나,"충청북도 청주시 청원구 사뜸로51번길 4 (율량동,(지하1층))",충청북도 청주시 청원구 율량동 1297 (지하1층) ,,한식
일반음식점,프랭크버거 청주율량점,"충청북도 청주시 청원구 사뜸로 54, 105호 (율량동)",충청북도 청주시 청원구 율량동 1299 105호,,경양식
일반음식점,미소야(청주사천점),"충청북도 청주시 청원구 율봉로 106, 1층 (율량동)",충청북도 청주시 청원구 율량동 1301 , 043-215 -0808,한식
일반음식점,본죽 앤 비빔밥 청주사천점,"충청북도 청주시 청원구 율봉로 106 (율량동,(1층))",충청북도 청주시 청원구 율량동 1301 (1층) ,,한식
일반음식점,어라하,"충청북도 청주시 청원구 사뜸로52번길 15, 201동 2층 (율량동, 대창율량3차아파트)",충청북도 청주시 청원구 율량동 1302 대창율량3차아파트 상가 2층 201동 ,,경양식
일반음식점,돈탑 율량점,"충청북도 청주시 청원구 율봉로 124 (율량동,1층)",충청북도 청주시 청원구 율량동 1308 1층 ,043 -215 -9006,식육(숯불구이)
일반음식점,테라스,충청북도 청주시 청원구 율봉로 134 (율량동),충청북도 청주시 청원구 율량동 1315 ,,호프/통닭
일반음식점,금송,"충청북도 청주시 청원구 율봉로 134 (율량동, 2층)",충청북도 청주시 청원구 율량동 1315 (2층) ,043 -212 -7788,한식
일반음식점,이종구항아리짬뽕,"충청북도 청주시 청원구 율봉로 134 (율량동, 1층)",충청북도 청주시 청원구 율량동 1315 1층 ,043 -224 -6688,중국식
일반음식점,타요키즈청주율량점,"충청북도 청주시 청원구 율봉로 134 (율량동, 4층)",충청북도 청주시 청원구 율량동 1315 4층 ,043 -216 -0712,키즈카페
일반음식점,죽이야기 율량점,"충청북도 청주시 청원구 율봉로 142, 1층 107호 (율량동, 아름빌딩)",충청북도 청주시 청원구 율량동 1318 아름빌딩 107호,,한식
일반음식점,만나분식,"충청북도 청주시 청원구 공항로 119-1, 1층 (율량동)",충청북도 청주시 청원구 율량동 1329-2 1층 ,,기타
일반음식점,덕영떡볶이,"충청북도 청주시 청원구 율봉로116번길 37, 1층 (율량동)",충청북도 청주시 청원구 율량동 1336 1층 ,,분식
일반음식점,미꾸왕추어탕,"충청북도 청주시 청원구 사뜸로52번길 12, 2층 201호 (율량동)",충청북도 청주시 청원구 율량동 1379 ,,한식
일반음식점,청남대감자탕율량본점,"충청북도 청주시 청원구 사뜸로 40, 상가동 1층 12호 (율량동)",충청북도 청주시 청원구 율량동 1393 상가동 12호,,한식
일반음식점,짱가포차,"충청북도 청주시 청원구 사뜸로 44, 상가동 10호 (율량동, 통일신세대아파트)",충청북도 청주시 청원구 율량동 1393 통일신세대아파트 상가동 10호, 043- 218-7676,분식
일반음식점,고고닭짱,충청북도 청주시 청원구 사뜸로 48 (율량동),충청북도 청주시 청원구 율량동 1409 , 043- 213-0808,한식
일반음식점,석호네닭발 율량사천점,"충청북도 청주시 청원구 사뜸로 48-1, 1층 (율량동)",충청북도 청주시 청원구 율량동 1410 ,,기타
일반음식점,카페브리밍,"충청북도 청주시 청원구 사뜸로51번길 5 (율량동,(1층))",충청북도 청주시 청원구 율량동 1421 (1층) ,0432-1194-50,한식
일반음식점,제일수산,충청북도 청주시 청원구 사뜸로47번길 1 (율량동),충청북도 청주시 청원구 율량동 1439 ,043 -212 -2087,일식
일반음식점,진수성찬찜탕전문점,"충청북도 청주시 청원구 사뜸로35번길 16, 1층 (율량동)",충청북도 청주시 청원구 율량동 1446 , 043- 274-2007,한식
일반음식점,오로지 생삼겹,"충청북도 청주시 청원구 사뜸로45번길 16 (율량동,(1층))",충청북도 청주시 청원구 율량동 1447 (1층) ,,한식
일반음식점,강촌,충청북도 청주시 청원구 사뜸로45번길 2 (율량동),충청북도 청주시 청원구 율량동 1453 , 043- 216-8895,한식
일반음식점,아구형님해물동생들,충청북도 청주시 청원구 사뜸로45번길 13 (율량동),충청북도 청주시 청원구 율량동 1456 ,043 - 218-0999,한식
일반음식점,마포주먹구이,충청북도 청주시 청원구 사뜸로 43 (율량동),충청북도 청주시 청원구 율량동 1460 ,,한식
일반음식점,사천한우,"충청북도 청주시 청원구 사뜸로 41 (율량동, 1층)",충청북도 청주시 청원구 율량동 1462 (1층) , 043- 212-3419,식육(숯불구이)
일반음식점,5.5닭갈비,"충청북도 청주시 청원구 사뜸로 39 (율량동,(1층))",충청북도 청주시 청원구 율량동 1463 (1층) ,043 -241 -5055,한식
일반음식점,한성왕족발,충청북도 청주시 청원구 사뜸로35번길 6-1 (율량동),충청북도 청주시 청원구 율량동 1464 , 043- 213-4455,한식
일반음식점,돼풍이,충청북도 청주시 청원구 율봉로94번길 27 (율량동),충청북도 청주시 청원구 율량동 1473 , 043- 212-7686,한식
일반음식점,에러(Error),"충청북도 청주시 청원구 사뜸로51번길 15, 1,2,3층 (율량동)","충청북도 청주시 청원구 율량동 1479 1,2,3층 ",,기타
일반음식점,굽네치킨 율량 사천점,"충청북도 청주시 청원구 율천북로 91, 상가동 102호 (율량동, 율량금호어울림센트로)",충청북도 청주시 청원구 율량동 1502 율량금호어울림센트로 상가동 102호,043 - 214-3739,기타
일반음식점,바람막이,"충청북도 청주시 청원구 1순환로1896번길 45, 1층 (율량동)",충청북도 청주시 청원구 율량동 15-1 바람막이레스토랑 ,043 -216 -7788,경양식
일반음식점,초코루나,"충청북도 청주시 청원구 1순환로1896번길 61, 1층 (율량동)",충청북도 청주시 청원구 율량동 15-13 ,,기타
일반음식점,가마솥치킨,"충청북도 청주시 청원구 사뜸로 35, 1층 (율량동)",충청북도 청주시 청원구 율량동 1551 ,043 -258 -2255,호프/통닭
일반음식점,다사랑치킨피자,"충청북도 청주시 청원구 사뜸로 31 (율량동,(1층))",충청북도 청주시 청원구 율량동 1564 (1층) ,,호프/통닭
일반음식점,교촌치킨 청주사천점,"충청북도 청주시 청원구 사뜸로 29, 1층 (율량동)",충청북도 청주시 청원구 율량동 1565 ,,호프/통닭
일반음식점,지코바숯불치킨율량점,충청북도 청주시 청원구 사뜸로 15 (율량동),충청북도 청주시 청원구 율량동 1580 , 043- 217-9007,통닭(치킨)
일반음식점,BBQ사천점,"충청북도 청주시 청원구 사뜸로 17, 1층 (율량동)",충청북도 청주시 청원구 율량동 1581 청솔인테리어 , 043- 218-9288,호프/통닭
일반음식점,진보낙지닭갈비,충청북도 청주시 청원구 사뜸로 19 (율량동),충청북도 청주시 청원구 율량동 1582 ,043 - 214-2525,한식
일반음식점,소가담,"충청북도 청주시 청원구 사뜸로18번길 4, 1층 (율량동)",충청북도 청주시 청원구 율량동 1586 ,043 - 213-5525,경양식
일반음식점,항아리짜글이송어비빔회,"충청북도 청주시 청원구 사뜸로 14 (율량동,(1층))",충청북도 청주시 청원구 율량동 1592 (1층) ,,한식
